query_id	subject_id	n_of_mismatches	e_value	bit_score	name	gene	number1	cog	involve	mission	bacteria	NC_000964	medium	locus	gene_ontology	p
BOLPKDDJ_01136	DEG10510469	115	1.2e-12	60.1	DEG1051	-	Protein_ID: AAG08345.1	-	-	probable phosphoserine phosphatase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4960	-	-
BOLPKDDJ_01146	DEG10510160	77	4.73e-16	73.9	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_01151	DEG10510541	277	3.42e-42	150.0	DEG1051	atpD	Protein_ID: AAG08939.1	-	-	ATP synthase beta chain	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5554	-	-
BOLPKDDJ_01163	DEG10510479	300	1.02e-102	318.0	DEG1051	msbA	Protein_ID: AAG08382.1	-	-	transport protein MsbA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4997	-	-
BOLPKDDJ_01169	DEG10510087	59	3.55e-09	47.8	DEG1051	oprL	Protein_ID: AAG04362.1	-	-	Peptidoglycan associated lipoprotein OprL precursor	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0973	-	-
BOLPKDDJ_01172	DEG10510008	62	4.78e-23	84.0	DEG1051	def	Protein_ID: AAG03409.1	-	-	polypeptide deformylase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0019	-	-
BOLPKDDJ_01177	DEG10510477	110	4.23e-22	88.6	DEG1051	-	Protein_ID: AAG08377.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4992	-	-
BOLPKDDJ_01193	DEG10510017	124	4.25e-52	162.0	DEG1051	-	Protein_ID: AAG03724.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0335	-	-
BOLPKDDJ_01201	DEG10510098	0	4.74e-62	177.0	DEG1051	imm2	Protein_ID: AAG04540.1	-	-	pyocin S2 immunity protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1151	-	-
BOLPKDDJ_01205	DEG10510099	0	0.0	870.0	DEG1051	nrdB	Protein_ID: AAG04544.1	-	-	NrdB, tyrosyl radical-harboring component of class Ia ribonucleotide reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1155	-	-
BOLPKDDJ_01206	DEG10510100	0	0.0	2006.0	DEG1051	nrdA	Protein_ID: AAG04545.1	-	-	NrdA, catalytic component of class Ia ribonucleotide reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1156	-	-
BOLPKDDJ_01208	DEG10510160	69	8.13e-13	61.2	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_01212	DEG10510040	81	4.59e-15	67.8	DEG1051	-	Protein_ID: AAG03892.1	-	-	probable biotin synthesis protein BioC	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0503	-	-
BOLPKDDJ_01213	DEG10510101	0	0.0	781.0	DEG1051	dapE	Protein_ID: AAG04551.1	-	-	succinyl-diaminopimelate desuccinylase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1162	-	-
BOLPKDDJ_01215	DEG10510414	81	3.39e-19	79.0	DEG1051	moeB	Protein_ID: AAG08050.1	-	-	molybdopterin biosynthesis MoeB protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4663	-	-
BOLPKDDJ_01216	DEG10510102	0	1.37e-174	474.0	DEG1051	pcpS	Protein_ID: AAG04554.1	-	-	PcpS	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1165	-	-
BOLPKDDJ_01230	DEG10510160	70	4.66e-13	61.6	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_01284	DEG10510073	48	5.07e-17	63.9	DEG1051	-	Protein_ID: AAG04263.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0874	-	-
BOLPKDDJ_01294	DEG10510160	54	2.55e-06	44.7	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_01297	DEG10510479	286	5.86e-39	145.0	DEG1051	msbA	Protein_ID: AAG08382.1	-	-	transport protein MsbA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4997	-	-
BOLPKDDJ_01305	DEG10510090	170	9.57e-29	106.0	DEG1051	dapA	Protein_ID: AAG04399.1	-	-	dihydrodipicolinate synthase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1010	-	-
BOLPKDDJ_01307	DEG10510181	127	4.5e-30	106.0	DEG1051	-	Protein_ID: AAG06375.1	-	-	probable ATP-binding component of ABC transporter	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2987	-	-
BOLPKDDJ_01318	DEG10510140	42	1.4e-11	50.1	DEG1051	hcnA	Protein_ID: AAG05581.1	-	-	hydrogen cyanide synthase HcnA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2193	-	-
BOLPKDDJ_01328	DEG10510381	137	3.05e-10	54.7	DEG1051	hisC1	Protein_ID: AAG07835.1	-	-	histidinol-phosphate aminotransferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4447	-	-
BOLPKDDJ_01355	DEG10510068	59	8.78e-38	126.0	DEG1051	lepB	Protein_ID: AAG04157.1	-	-	signal peptidase I	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0768	-	-
BOLPKDDJ_01373	DEG10510533	110	2.57e-13	63.2	DEG1051	ubiA	Protein_ID: AAG08743.1	-	-	4-hydroxybenzoate-octaprenyl transferase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5358	-	-
BOLPKDDJ_01378	DEG10510013	112	7.46e-06	42.4	DEG1051	trpB	Protein_ID: AAG03426.1	-	-	tryptophan synthase beta chain	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA0036	-	-
BOLPKDDJ_01382	DEG10510172	166	1.79e-09	51.2	DEG1051	fabG	Protein_ID: AAG06355.1	-	-	3-oxoacyl-[acyl-carrier-protein] reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2967	-	-
BOLPKDDJ_01387	DEG10510160	91	2.46e-12	62.4	DEG1051	-	Protein_ID: AAG06186.1	-	-	probable two-component response regulator	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2798	-	-
BOLPKDDJ_01391	DEG10510181	135	2.33e-34	118.0	DEG1051	-	Protein_ID: AAG06375.1	-	-	probable ATP-binding component of ABC transporter	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2987	-	-
BOLPKDDJ_01396	DEG10510172	157	8.16e-20	80.5	DEG1051	fabG	Protein_ID: AAG06355.1	-	-	3-oxoacyl-[acyl-carrier-protein] reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2967	-	-
BOLPKDDJ_01422	DEG10510103	0	0.0	509.0	DEG1051	-	Protein_ID: AAG04758.1	-	-	hypothetical protein	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1369	-	-
BOLPKDDJ_01426	DEG10510121	243	2.9700000000000005e-70	222.0	DEG1051	fabB	Protein_ID: AAG04998.1	-	-	beta-ketoacyl-ACP synthase I	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1609	-	-
BOLPKDDJ_01428	DEG10510104	0	0.0	751.0	DEG1051	pdxB	Protein_ID: AAG04764.1	-	-	erythronate-4-phosphate dehydrogenase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1375	-	-
BOLPKDDJ_01432	DEG10510172	118	1.01e-20	83.2	DEG1051	fabG	Protein_ID: AAG06355.1	-	-	3-oxoacyl-[acyl-carrier-protein] reductase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA2967	-	-
BOLPKDDJ_01437	DEG10510313	188	1.67e-27	104.0	DEG1051	-	Protein_ID: AAG07455.1	-	-	probable epimerase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4068	-	-
BOLPKDDJ_01443	DEG10510482	140	1.81e-19	82.4	DEG1051	wapR	Protein_ID: AAG08385.1	-	-	alpha-1,3-rhamnosyltransferase WapR	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5000	-	-
BOLPKDDJ_01453	DEG10510455	249	1.12e-101	323.0	DEG1051	accC	Protein_ID: AAG08233.1	-	-	biotin carboxylase	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4848	-	-
BOLPKDDJ_01458	DEG10510525	53	9.86e-10	55.5	DEG1051	rep	Protein_ID: AAG08681.1	-	-	ATP-dependent DNA helicase Rep	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5296	-	-
BOLPKDDJ_01458	DEG10510525	65	5.03e-06	43.5	DEG1051	rep	Protein_ID: AAG08681.1	-	-	ATP-dependent DNA helicase Rep	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA5296	-	-
BOLPKDDJ_01470	DEG10510428	336	9.44e-57	194.0	DEG1051	ilvI	Protein_ID: AAG08082.1	-	-	acetolactate synthase large subunit	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA4696	-	-
BOLPKDDJ_01479	DEG10510105	90	9.48e-12	59.3	DEG1051	ccmA	Protein_ID: AAG04864.1	-	-	heme exporter protein CcmA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1475	-	-
BOLPKDDJ_01479	DEG10510105	93	9.75e-12	59.3	DEG1051	ccmA	Protein_ID: AAG04864.1	-	-	heme exporter protein CcmA	Pseudomonas aeruginosa PAO1	AE004091	LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar	locus_tag:PA1475	-	-
