Orthogroup	hi_protein	pa_protein	sa_mrsa_protein
OG0000502	AJO87123.1	AAG08082.1	WIO65268.1
OG0000503	AJO87124.1	AAG08081.1	WIO65269.1
OG0000504	AJO87125.1	AAG08436.1	WIO66553.1
OG0000505	AJO87132.1	AAG08316.1	WIO65933.1
OG0000506	AJO87146.1	AAG08051.1	WIO65330.1
OG0000507	AJO87148.1	AAG07024.1	WIO64835.1
OG0000508	AJO87151.1	AAG03809.1	WIO65623.1
OG0000509	AJO87158.1	AAG05139.1, AAG06331.1	
OG0000510	AJO87163.1	AAG06596.1	WIO66744.1
OG0000511	AJO87173.1	AAG06564.1	WIO65550.1
OG0000512	AJO87177.1	AAG08381.1	WIO66583.1
OG0000513	AJO87182.1	AAG07440.1	WIO64863.1
OG0000514	AJO87183.1	AAG07439.1	WIO64628.1
OG0000515	AJO87187.1	AAG08145.1	WIO67255.1
OG0000516	AJO87190.1	AAG06128.1	WIO67004.1
OG0000517	AJO87191.1	AAG06127.1	WIO67005.1
OG0000518	AJO87199.1, AJO88239.1	AAG06121.1	
OG0000519	AJO87206.1	AAG06573.1, AAG08807.1	
OG0000520	AJO87207.1	AAG06131.1	WIO64776.1
OG0000521	AJO87208.1	AAG06130.1	WIO64775.1
OG0000522	AJO87209.1	AAG06129.1	WIO64774.1
OG0000523	AJO87217.1	AAG08127.1	WIO67133.1
OG0000524	AJO87219.1	AAG08141.1	WIO64708.1
OG0000525	AJO87220.1	AAG08139.1	WIO64695.1
OG0000526	AJO87222.1	AAG08137.1	WIO66449.1
OG0000527	AJO87223.1	AAG08136.1	WIO66452.1
OG0000528	AJO87224.1	AAG08135.1	WIO65369.1
OG0000529	AJO87241.1	AAG05063.1, AAG06826.1	
OG0000530	AJO87245.1	AAG07821.1	WIO65425.1
OG0000531	AJO87246.1	AAG07820.1	WIO65424.1
OG0000532	AJO87247.1, AJO88142.1	AAG07816.1	
OG0000533	AJO87250.1	AAG07430.1	WIO64625.1
OG0000534	AJO87251.1	AAG07429.1	WIO64626.1
OG0000535	AJO87252.1	AAG08503.1	WIO64810.1
OG0000536	AJO87257.1	AAG06968.1	WIO66637.1
OG0000537	AJO87259.1	AAG03425.1	WIO67233.1
OG0000538	AJO87260.1	AAG03426.1	WIO67232.1
OG0000539	AJO87262.1	AAG04334.1	WIO66937.1
OG0000540	AJO87263.1	AAG04333.1	WIO66938.1
OG0000541	AJO87265.1	AAG05178.1, AAG07716.1	
OG0000542	AJO87266.1	AAG03916.1, AAG04933.1	
OG0000543	AJO87279.1	AAG04000.1, AAG04295.1	
OG0000544	AJO87292.1, AJO88450.1		WIO66223.1
OG0000545	AJO87303.1	AAG06438.1	WIO65800.1
OG0000546	AJO87314.1	AAG07221.1	WIO64758.1
OG0000547	AJO87316.1	AAG04040.1	WIO67230.1
OG0000548	AJO87322.1, AJO87323.1		WIO64987.1
OG0000549	AJO87327.1	AAG08751.1	WIO67246.1
OG0000550	AJO87336.1, AJO88463.1		WIO65135.1
OG0000551	AJO87342.1	AAG03761.1, AAG08859.1	
OG0000552	AJO87343.1	AAG06132.1	WIO64778.1
OG0000553	AJO87345.1	AAG06399.1	WIO67111.1
OG0000554	AJO87353.1	AAG05541.1, AAG05552.1	
OG0000555	AJO87359.1, AJO87828.1	AAG04163.1	
OG0000556	AJO87361.1	AAG04351.1	WIO65352.1
OG0000557	AJO87365.1, AJO88578.1		WIO66969.1
OG0000558	AJO87367.1	AAG04513.1, AAG06431.1	
OG0000559	AJO87369.1		WIO65732.1, WIO66155.1
OG0000560	AJO87371.1	AAG07055.1	WIO66780.1
OG0000561	AJO87374.1	AAG06194.1	WIO66668.1
OG0000562	AJO87376.1	AAG08128.1	WIO67131.1
OG0000563	AJO87377.1	AAG08129.1	WIO67345.1
OG0000564	AJO87382.1	AAG08130.1	WIO67130.1
OG0000565	AJO87383.1	AAG08131.1	WIO67127.1
OG0000566	AJO87384.1	AAG08132.1	WIO67126.1
OG0000567	AJO87393.1, AJO88400.1	AAG04009.1	
OG0000568	AJO87413.1	AAG04001.1, AAG08255.1	
OG0000569	AJO87425.1	AAG08575.1	WIO65712.1
OG0000570	AJO87426.1	AAG06869.1	WIO65375.1
OG0000571	AJO87427.1	AAG06870.1	WIO66429.1
OG0000572	AJO87434.1	AAG03779.1	WIO65929.1
OG0000573	AJO87436.1	AAG06499.1	WIO64757.1
OG0000574	AJO87437.1	AAG06500.1	WIO64795.1
OG0000575	AJO87439.1	AAG06390.1	WIO66442.1
OG0000576	AJO87443.1	AAG07983.1	WIO66659.1
OG0000577	AJO87448.1	AAG06526.1	WIO67335.1
OG0000578	AJO87449.1	AAG05078.1	WIO66658.1
OG0000579	AJO87450.1	AAG08431.1	WIO64796.1
OG0000580	AJO87452.1	AAG04122.1	WIO64851.1
OG0000581	AJO87456.1	AAG08146.1	WIO64680.1
OG0000582	AJO87457.1	AAG08147.1	WIO64681.1
OG0000583	AJO87463.1	AAG04932.1	WIO64731.1
OG0000584	AJO87464.1	AAG04921.1	WIO66416.1
OG0000585	AJO87465.1	AAG08033.1	WIO65326.1
OG0000586	AJO87466.1	AAG08034.1	WIO67061.1
OG0000587	AJO87469.1	AAG06264.1	WIO67066.1
OG0000588	AJO87473.1	AAG06550.1	WIO64517.1
OG0000589	AJO87475.1	AAG03770.1	WIO66457.1
OG0000590	AJO87479.1	AAG05917.1, AAG07862.1	
OG0000591	AJO87480.1	AAG07810.1	WIO66428.1
OG0000592	AJO87484.1	AAG07814.1, AAG08125.1	
OG0000593	AJO87487.1	AAG04975.1	WIO67270.1
OG0000594	AJO87488.1	AAG04974.1	WIO67271.1
OG0000595	AJO87498.1	AAG07303.1	WIO65478.1
OG0000596	AJO87500.1	AAG07305.1	WIO65481.1
OG0000597	AJO87503.1	AAG07845.1	WIO66508.1
OG0000598	AJO87510.1	AAG06671.1, AAG07493.1	
OG0000599	AJO87514.1	AAG08592.1	WIO66606.1
OG0000600	AJO87518.1	AAG08056.1	WIO66434.1
OG0000601	AJO87519.1	AAG08057.1	WIO66439.1
OG0000602	AJO87522.1	AAG04750.1, AAG08679.1	
OG0000603	AJO87523.1	AAG07442.1	WIO64865.1
OG0000604	AJO87527.1	AAG08811.1	WIO66930.1
OG0000605	AJO87528.1	AAG08810.1	WIO66931.1
OG0000606	AJO87529.1	AAG04259.1, AAG06527.1	
OG0000607	AJO87541.1	AAG08058.1	WIO66440.1
OG0000608	AJO87543.1	AAG08323.1	WIO65934.1
OG0000609	AJO87553.1	AAG08768.1	WIO66292.1
OG0000610	AJO87554.1	AAG06502.1	WIO65426.1
OG0000611	AJO87561.1	AAG07112.1	WIO64732.1
OG0000612	AJO87563.1	ADN93061.1	WIO66695.1
OG0000613	AJO87565.1		WIO65811.1, WIO66134.1
OG0000614	AJO87566.1		WIO64624.1, WIO65850.1
OG0000615	AJO87567.1	AAG08043.1	WIO66710.1
OG0000616	AJO87568.1	AAG06496.1	WIO66936.1
OG0000617	AJO87571.1	AAG04225.1	WIO64806.1
OG0000618	AJO87572.1	AAG04224.1	WIO66524.1
OG0000619	AJO87578.1	AAG04978.1	WIO67108.1
OG0000620	AJO87579.1	AAG04977.1	WIO67107.1
OG0000621	AJO87582.1	AAG08398.1	WIO66491.1
OG0000622	AJO87584.1	AAG04365.1	WIO66651.1
OG0000623	AJO87586.1	AAG04364.1	WIO66649.1
OG0000624	AJO87601.1	AAG03935.1	WIO64882.1
OG0000625	AJO87617.1, AJO88719.1		WIO66625.1
OG0000626	AJO87621.1	AAG08032.1	WIO67327.1
OG0000627	AJO87626.1	AAG07849.1	WIO65547.1
OG0000628	AJO87628.1	AAG07853.1	WIO66706.1
OG0000629	AJO87629.1	AAG06554.1	WIO65011.1
OG0000630	AJO87631.1	AAG07795.1	WIO67051.1
OG0000631	AJO87632.1	AAG07796.1	WIO67050.1
OG0000632	AJO87635.1	AAG07799.1	WIO64839.1
OG0000633	AJO87636.1	AAG07800.1	WIO67278.1
OG0000634	AJO87638.1	AAG07802.1	WIO67048.1
OG0000635	AJO87639.1	AAG07803.1	WIO67047.1
OG0000636	AJO87641.1	AAG07805.1	WIO66882.1
OG0000637	AJO87642.1	AAG05660.1, AAG07806.1	
OG0000638	AJO87644.1	AAG07808.1	WIO67045.1
OG0000639	AJO87645.1	AAG07809.1	WIO67044.1
OG0000640	AJO87648.1, AJO88234.1		WIO66856.1
OG0000641	AJO87656.1		WIO65350.1, WIO66046.1
OG0000642	AJO87664.1	AAG08396.1, AAG08397.1	
OG0000643	AJO87666.1	AAG06097.1	WIO66451.1
OG0000644	AJO87669.1	AAG04918.1	WIO64999.1
OG0000645	AJO87674.1, AJO87806.1	AAG04871.1	
OG0000646	AJO87676.1, AJO87804.1	AAG04869.1	
OG0000647	AJO87683.1	AAG06600.1, AAG07844.1	
OG0000648	AJO87684.1	AAG06599.1, AAG07843.1	
OG0000649	AJO87690.1	AAG03703.1	WIO65611.1
OG0000650	AJO87695.1	AAG07317.1	WIO66952.1
OG0000651	AJO87699.1	AAG03768.1	WIO66519.1
OG0000652	AJO87700.1	AAG06685.1, AAG07348.1	
OG0000653	AJO87703.1, AJO88043.1	AAG08197.1	
OG0000654	AJO87705.1	AAG07042.1	WIO67120.1
OG0000655	AJO87706.1, AJO87738.1, AJO87851.1		
OG0000656	AJO87707.1	AAG07033.1	WIO65312.1
OG0000657	AJO87726.1	AAG03781.1	WIO67054.1
OG0000658	AJO87727.1	AAG08653.1	WIO65552.1
OG0000659	AJO87729.1	AAG04478.1, AAG08345.1	
OG0000660	AJO87730.1	AAG03937.1	WIO67206.1
OG0000661	AJO87731.1	AAG03889.1	WIO65622.1
OG0000662	AJO87735.1	AAG06528.1	WIO64690.1
OG0000663	AJO87737.1	AAG07947.1	WIO67058.1
OG0000664	AJO87740.1	AAG08952.1	WIO65916.1
OG0000665	AJO87741.1	AAG08953.1	WIO65304.1
OG0000666	AJO87742.1	AAG05433.1	WIO64887.1
OG0000667	AJO87743.1	AAG08954.1	WIO67394.1
OG0000668	AJO87744.1	AAG08955.1	WIO65917.1
OG0000669	AJO87748.1	AAG03391.1	WIO65918.1
OG0000670	AJO87749.1	AAG03392.1	WIO65919.1
OG0000671	AJO87750.1	AAG03393.1	WIO65921.1
OG0000672	AJO87752.1	AAG06508.1	WIO65274.1
OG0000673	AJO87754.1	AAG06506.1	WIO65272.1
OG0000674	AJO87756.1	AAG03411.1	WIO67110.1
OG0000675	AJO87760.1	AAG08154.1	WIO66722.1
OG0000676	AJO87763.1	AAG08235.1	WIO64679.1
OG0000677	AJO87770.1	AAG03634.1, AAG08231.1	
OG0000678	AJO87774.1	AAG07951.1	WIO64686.1
OG0000679	AJO87775.1	AAG05629.1, AAG07950.1	
OG0000680	AJO87776.1	AAG07949.1	WIO67132.1
OG0000681	AJO87777.1	AAG07948.1	WIO67056.1
OG0000682	AJO87780.1	AAG05115.1, AAG06393.1	
OG0000683	AJO87786.1	AAG08705.1	WIO67073.1
OG0000684	AJO87788.1	AAG08701.1	WIO67086.1
OG0000685	AJO87794.1	AAG03746.1	WIO64785.1
OG0000686	AJO87796.1	AAG07443.1	WIO64866.1
OG0000687	AJO87797.1	AAG07444.1	WIO64782.1
OG0000688	AJO87807.1	AAG03948.1	WIO64853.1
OG0000689	AJO87808.1	AAG07023.1	WIO66717.1
OG0000690	AJO87816.1	AAG03398.1	WIO67144.1
OG0000691	AJO87819.1	AAG07374.1	WIO64855.1
OG0000692	AJO87820.1	AAG07040.1	WIO67122.1
OG0000693	AJO87822.1	AAG07037.1	WIO67124.1
OG0000694	AJO87826.1	AAG07043.1	WIO67119.1
OG0000695	AJO87827.1	AAG07044.1	WIO67117.1
OG0000696	AJO87834.1	AAG07154.1	WIO66495.1
OG0000697	AJO87835.1	AAG03731.1	WIO67287.1
OG0000698	AJO87836.1	AAG03730.1	WIO66702.1
OG0000699	AJO87849.1	AAG07917.1	WIO64784.1
OG0000700	AJO87852.1	AAG08240.1	WIO66940.1
OG0000701	AJO87853.1	AAG08239.1	WIO66939.1
OG0000702	AJO87855.1	AAG05866.1, AAG08230.1	
OG0000703	AJO87859.1	AAG07957.1	WIO64511.1
OG0000704	AJO87860.1	AAG07956.1	WIO64743.1
OG0000705	AJO87861.1	AAG07955.1	WIO64741.1
OG0000706	AJO87863.1	AAG07954.1	WIO64740.1
OG0000707	AJO87864.1	AAG07194.1	WIO64510.1
OG0000708	AJO87867.1	AAG08504.1	WIO67167.1
OG0000709	AJO87869.1	AAG08502.1	WIO66976.1
OG0000710	AJO87871.1	AAG03403.1	WIO67291.1
OG0000711	AJO87873.1	AAG08321.1	WIO66469.1
OG0000712	AJO87875.1	AAG08613.1	WIO64654.1
OG0000713	AJO87886.1	AAG03508.1, AAG08874.1	
OG0000714	AJO87897.1	AAG04973.1	WIO67014.1
OG0000715	AJO87900.1	AAG03767.1	WIO64968.1
OG0000716	AJO87902.1, AJO87970.1	AAG06408.1	
OG0000717	AJO87907.1, AJO88583.1	AAG05336.1	
OG0000718	AJO87909.1, AJO88584.1	AAG05334.1	
OG0000719	AJO87919.1	AAG05411.1	WIO65691.1
OG0000720	AJO87920.1	AAG08648.1	WIO66827.1
OG0000721	AJO87921.1	AAG08578.1	WIO66450.1
OG0000722	AJO87922.1	AAG08577.1	WIO64883.1
OG0000723	AJO87923.1	AAG07041.1	WIO67121.1
OG0000724	AJO87927.1	AAG07625.1	WIO65429.1
OG0000725	AJO87928.1	AAG07626.1	WIO65430.1
OG0000726	AJO87929.1	AAG07627.1	WIO64814.1
OG0000727	AJO87930.1	AAG07628.1	WIO65431.1
OG0000728	AJO87931.1	AAG07629.1	WIO65432.1
OG0000729	AJO87934.1	AAG07632.1	WIO65437.1
OG0000730	AJO87935.1	AAG07633.1	WIO65438.1
OG0000731	AJO87936.1	AAG07634.1	WIO65439.1
OG0000732	AJO87937.1	AAG07635.1	WIO65440.1
OG0000733	AJO87938.1	AAG07636.1	WIO65441.1
OG0000734	AJO87939.1	AAG07637.1	WIO65442.1
OG0000735	AJO87940.1	AAG07638.1	WIO67201.1
OG0000736	AJO87941.1	AAG07639.1	WIO65444.1
OG0000737	AJO87942.1	AAG07640.1	WIO65445.1
OG0000738	AJO87943.1	AAG07641.1	WIO65446.1
OG0000739	AJO87945.1	AAG07642.1	WIO65447.1
OG0000740	AJO87946.1	AAG07643.1	WIO67376.1
OG0000741	AJO87947.1	AAG07644.1	WIO65448.1
OG0000742	AJO87948.1	AAG07645.1	WIO65449.1
OG0000743	AJO87949.1	AAG07646.1	WIO65450.1
OG0000744	AJO87950.1	AAG07647.1	WIO65451.1
OG0000745	AJO87951.1	AAG07648.1	WIO65452.1
OG0000746	AJO87952.1	AAG07649.1	WIO65453.1
OG0000747	AJO87953.1	AAG07650.1	WIO65454.1
OG0000748	AJO87954.1	AAG07651.1	WIO65455.1
OG0000749	AJO87955.1	AAG07652.1	WIO65456.1
OG0000750	AJO87956.1	AAG06821.1	WIO65733.1
OG0000751	AJO87957.1	AAG05387.1	WIO66127.1
OG0000752	AJO87958.1	AAG03616.1, AAG05388.1	
OG0000753	AJO87962.1, AJO88072.1	AAG03763.1	
OG0000754	AJO87963.1	AAG03762.1	WIO67097.1
OG0000755	AJO87964.1	AAG03759.1	WIO66989.1
OG0000756	AJO87965.1	AAG08512.1	WIO64948.1
OG0000757	AJO87972.1	AAG08532.1	WIO64962.1
OG0000758	AJO87979.1	AAG07150.1	WIO66935.1
OG0000759	AJO87980.1	AAG05920.1	WIO64808.1
OG0000760	AJO87982.1	AAG06395.1	WIO67203.1
OG0000761	AJO87986.1	AAG08515.1	WIO64854.1
OG0000762	AJO87991.1	AAG03742.1	WIO65267.1
OG0000763	AJO87996.1	AAG03850.1, AAG04223.1	
OG0000764	AJO87999.1	AAG04345.1	WIO67125.1
OG0000765	AJO88000.1	AAG06732.1	WIO64524.1
OG0000766	AJO88012.1	AAG06474.1	WIO64653.1
OG0000767	AJO88019.1	AAG03613.1, AAG06818.1	
OG0000768	AJO88021.1	AAG05185.1	WIO66929.1
OG0000769	AJO88025.1	AAG05003.1	WIO64515.1
OG0000770	AJO88031.1	AAG08049.1	WIO67015.1
OG0000771	AJO88032.1	AAG08730.1	WIO67089.1
OG0000772	AJO88035.1	AAG08721.1	WIO67071.1
OG0000773	AJO88038.1, AJO88670.1		WIO67195.1
OG0000774	AJO88039.1	AAG07369.1	WIO64671.1
OG0000775	AJO88040.1	AAG08565.1	WIO65487.1
OG0000776	AJO88044.1	AAG08196.1, AAG08268.1	
OG0000777	AJO88049.1	AAG04160.1	WIO64668.1
OG0000778	AJO88050.1	AAG04159.1	WIO67095.1
OG0000779	AJO88052.1	AAG04156.1	WIO64685.1
OG0000780	AJO88053.1, AJO88201.1		WIO66116.1
OG0000781	AJO88054.1	AAG04139.1	WIO66517.1
OG0000782	AJO88055.1	AAG07367.1	WIO67150.1
OG0000783	AJO88062.1	AAG07383.1	WIO66791.1
OG0000784	AJO88065.1	AAG07386.1	WIO66584.1
OG0000785	AJO88066.1	AAG07387.1, AAG07873.1	
OG0000786	AJO88068.1	AAG07390.1	WIO64656.1
OG0000787	AJO88069.1	AAG07391.1	WIO65941.1
OG0000788	AJO88070.1	AAG07392.1	WIO64692.1
OG0000789	AJO88073.1	AAG07869.1, AAG08429.1	
OG0000790	AJO88074.1	AAG07868.1	WIO64745.1
OG0000791	AJO88083.1	AAG06519.1, AAG06569.1	
OG0000792	AJO88093.1	AAG05973.1	WIO67011.1
OG0000793	AJO88097.1	AAG06372.1	WIO64688.1
OG0000794	AJO88098.1	AAG08109.1, AAG08921.1	
OG0000795	AJO88099.1	AAG08113.1	WIO64499.1
OG0000796	AJO88100.1	AAG08114.1	WIO66454.1
OG0000797	AJO88101.1	AAG08333.1	WIO65265.1
OG0000798	AJO88103.1	AAG08331.1	WIO67154.1
OG0000799	AJO88104.1	AAG08330.1	WIO67161.1
OG0000800	AJO88106.1	AAG08149.1	WIO64623.1
OG0000801	AJO88107.1	AAG06476.1	WIO66871.1
OG0000802	AJO88108.1	AAG08148.1	WIO64682.1
OG0000803	AJO88111.1	AAG05308.1	WIO65826.1
OG0000804	AJO88113.1	AAG05184.1	WIO66467.1
OG0000805	AJO88123.1	AAG03783.1	WIO67342.1
OG0000806	AJO88126.1	AAG08075.1, AAG08601.1	
OG0000807	AJO88131.1	AAG04457.1, AAG04985.1	
OG0000808	AJO88137.1	AAG07133.1	WIO67099.1
OG0000809	AJO88141.1	AAG06000.1	WIO65926.1
OG0000810	AJO88144.1	AAG06436.1	WIO64486.1
OG0000811	AJO88146.1	AAG04553.1	WIO64724.1
OG0000812	AJO88152.1	AAG05972.1	WIO67141.1
OG0000813	AJO88163.1	AAG07145.1	WIO66640.1
OG0000814	AJO88177.1	AAG06354.1	WIO67094.1
OG0000815	AJO88180.1	AAG06721.1	WIO66849.1
OG0000816	AJO88195.1	AAG06014.1	WIO64718.1
OG0000817	AJO88197.1	AAG07932.1	WIO67059.1
OG0000818	AJO88205.1	AAG07016.1	WIO65843.1
OG0000819	AJO88208.1	AAG08453.1	WIO67312.1
OG0000820	AJO88210.1	AAG08455.1	WIO67311.1
OG0000821	AJO88211.1	AAG07976.1	WIO66825.1
OG0000822	AJO88212.1	AAG08150.1	WIO64602.1
OG0000823	AJO88218.1	AAG05070.1	WIO64508.1
OG0000824	AJO88220.1	AAG05213.1	WIO64809.1
OG0000825	AJO88223.1	AAG07129.1	WIO67103.1
OG0000826	AJO88224.1	AAG07130.1	WIO67102.1
OG0000827	AJO88225.1	AAG07131.1	WIO67101.1
OG0000828	AJO88226.1	AAG07132.1	WIO67100.1
OG0000829	AJO88229.1	AAG08424.1	WIO64641.1
OG0000830	AJO88230.1	AAG08423.1	WIO64507.1
OG0000831	AJO88233.1	AAG07434.1	WIO64864.1
OG0000832	AJO88235.1	AAG04828.1	WIO66073.1
OG0000833	AJO88244.1	AAG07668.1	WIO64498.1
OG0000834	AJO88245.1	AAG07157.1	WIO66335.1
OG0000835	AJO88246.1	AAG07156.1	WIO66336.1
OG0000836	AJO88253.1	AAG08126.1	WIO67134.1
OG0000837	AJO88256.1	AAG06253.1, AAG07151.1	
OG0000838	AJO88262.1	AAG07207.1	WIO64733.1
OG0000839	AJO88264.1	AAG07209.1	WIO64734.1
OG0000840	AJO88267.1	AAG07210.1	WIO64735.1
OG0000841	AJO88268.1	AAG07211.1	WIO64736.1
OG0000842	AJO88271.1	AAG07622.1	WIO66700.1
OG0000843	AJO88276.1	AAG04397.1	WIO64956.1
OG0000844	AJO88279.1	AAG07851.1	WIO66692.1
OG0000845	AJO88280.1	AAG03776.1	WIO67016.1
OG0000846	AJO88287.1	AAG03970.1	WIO67216.1
OG0000847	AJO88289.1	AAG06365.1	WIO66678.1
OG0000848	AJO88293.1	AAG03987.1, AAG04580.1	
OG0000849	AJO88296.1	AAG06522.1	WIO66466.1
OG0000850	AJO88299.1	AAG04423.1, AAG04428.1	
OG0000851	AJO88305.1	AAG07619.1	WIO67339.1
OG0000852	AJO88315.1	AAG08164.1	WIO67416.1
OG0000853	AJO88317.1	AAG08624.1	WIO65334.1
OG0000854	AJO88321.1	AAG07913.1, AAG07944.1	
OG0000855	AJO88327.1	AAG03793.1	WIO64713.1
OG0000856	AJO88328.1, AJO88460.1	AAG06651.1	
OG0000857	AJO88329.1	AAG03782.1	WIO64607.1
OG0000858	AJO88330.1	AAG05071.1, AAG05456.1	
OG0000859	AJO88331.1	AAG07125.1	WIO64601.1
OG0000860	AJO88333.1	AAG04356.1	WIO64737.1
OG0000861	AJO88334.1	AAG04355.1	WIO64738.1
OG0000862	AJO88336.1	AAG04353.1	WIO66610.1
OG0000863	AJO88338.1	AAG04352.1	WIO64726.1
OG0000864	AJO88340.1	AAG04164.1	WIO65136.1
OG0000865	AJO88345.1	AAG06041.1	WIO66810.1
OG0000866	AJO88347.1	AAG06239.1	WIO64632.1
OG0000867	AJO88354.1	AAG06991.1	WIO64670.1
OG0000868	AJO88358.1	AAG08435.1	WIO67074.1
OG0000869	AJO88359.1	AAG03771.1	WIO64846.1
OG0000870	AJO88360.1	AAG05231.1, AAG06434.1	
OG0000871	AJO88361.1, AJO88364.1	AAG04565.1	
OG0000872	AJO88365.1	AAG04940.1, AAG07518.1	
OG0000873	AJO88367.1, AJO88700.1	AAG04561.1	
OG0000874	AJO88368.1	AAG07074.1	WIO65435.1
OG0000875	AJO88369.1	AAG07606.1, AAG07781.1	
OG0000876	AJO88379.1	AAG05795.1	WIO66573.1
OG0000877	AJO88382.1	AAG07193.1	WIO67080.1
OG0000878	AJO88386.1	AAG07189.1	WIO64727.1
OG0000879	AJO88394.1	AAG07200.1	WIO66781.1
OG0000880	AJO88396.1	AAG07202.1	WIO64722.1
OG0000881	AJO88473.1	AAG04434.1	WIO64497.1
OG0000882	AJO88474.1	AAG07073.1	WIO65264.1
OG0000883	AJO88479.1	AAG08060.1	WIO66311.1
OG0000884	AJO88480.1	AAG08059.1	WIO66441.1
OG0000885	AJO88483.1	AAG07164.1	WIO64627.1
OG0000886	AJO88490.1	AAG07026.1	WIO66448.1
OG0000887	AJO88492.1	AAG07027.1	WIO64794.1
OG0000888	AJO88494.1	AAG08885.1	WIO64659.1
OG0000889	AJO88505.1	AAG08825.1	WIO64710.1
OG0000890	AJO88513.1	AAG08934.1	WIO67374.1
OG0000891	AJO88514.1	AAG05193.1	WIO64514.1
OG0000892	AJO88516.1	AAG05212.1, AAG06157.1	
OG0000893	AJO88517.1	AAG05236.1	WIO66803.1
OG0000894	AJO88525.1	AAG04922.1	WIO66417.1
OG0000895	AJO88526.1	AAG04923.1	WIO66418.1
OG0000896	AJO88529.1	AAG06948.1	WIO66639.1
OG0000897	AJO88538.1	AAG06349.1	WIO66423.1
OG0000898	AJO88540.1	AAG06350.1	WIO66421.1
OG0000899	AJO88543.1	AAG03792.1	WIO67060.1
OG0000900	AJO88544.1	AAG04324.1	WIO66444.1
OG0000901	AJO88546.1	AAG04168.1, AAG05192.1	
OG0000902	AJO88547.1	AAG03775.1	WIO64684.1
OG0000903	AJO88548.1	AAG03719.1	WIO65541.1
OG0000904	AJO88552.1	AAG07837.1	WIO65885.1
OG0000905	AJO88553.1	AAG07836.1	WIO67390.1
OG0000906	AJO88555.1	AAG08528.1	WIO65883.1
OG0000907	AJO88557.1	AAG08526.1	WIO65881.1
OG0000908	AJO88558.1	AAG06539.1, AAG08525.1	
OG0000909	AJO88561.1	AAG08938.1	WIO65316.1
OG0000910	AJO88562.1	AAG08939.1	WIO65317.1
OG0000911	AJO88563.1	AAG08940.1	WIO65318.1
OG0000912	AJO88564.1	AAG08941.1	WIO65319.1
OG0000913	AJO88565.1	AAG08942.1	WIO65320.1
OG0000914	AJO88567.1	AAG08944.1	WIO65322.1
OG0000915	AJO88568.1	AAG08945.1	WIO65323.1
OG0000916	AJO88570.1	AAG08949.1	WIO65914.1
OG0000917	AJO88576.1	AAG08438.1	WIO67114.1
OG0000918	AJO88577.1	AAG08439.1	WIO67343.1
OG0000919	AJO88585.1	AAG05338.1	WIO66163.1
OG0000920	AJO88592.1	AAG07657.1	WIO67329.1
OG0000921	AJO88593.1	AAG07658.1	WIO66480.1
OG0000922	AJO88594.1	AAG07661.1	WIO66476.1
OG0000923	AJO88595.1	AAG07662.1	WIO66475.1
OG0000924	AJO88602.1	AAG03944.1	WIO65338.1
OG0000925	AJO88603.1	AAG03941.1	WIO66714.1
OG0000926	AJO88608.1	AAG03969.1	WIO65262.1
OG0000927	AJO88609.1	AAG03968.1	WIO64676.1
OG0000928	AJO88610.1	AAG03966.1	WIO64665.1
OG0000929	AJO88614.1	AAG08278.1	WIO65499.1
OG0000930	AJO88615.1	AAG08277.1	WIO65498.1
OG0000931	AJO88617.1	AAG08253.1	WIO65496.1
OG0000932	AJO88618.1	AAG08252.1	WIO65495.1
OG0000933	AJO88619.1	AAG08250.1	WIO65494.1
OG0000934	AJO88620.1	AAG07774.1	WIO65102.1
OG0000935	AJO88621.1	AAG07773.1	WIO65101.1
OG0000936	AJO88622.1	AAG08317.1	WIO65932.1
OG0000937	AJO88623.1	AAG08319.1	WIO66315.1
OG0000938	AJO88625.1	AAG08320.1	WIO66313.1
OG0000939	AJO88626.1	AAG06007.1	WIO65434.1
OG0000940	AJO88629.1	AAG03981.1	WIO66432.1
OG0000941	AJO88639.1	AAG08580.1	WIO66445.1
OG0000942	AJO88643.1	AAG03996.1	WIO67084.1
OG0000943	AJO88645.1	AAG08586.1	WIO65277.1
OG0000944	AJO88647.1	AAG04928.1, AAG08275.1	
OG0000945	AJO88658.1	AAG07655.1	WIO66483.1
OG0000946	AJO88659.1	AAG07656.1	WIO66482.1
OG0000947	AJO88669.1	AAG08557.1	WIO67033.1
OG0000948	AJO88671.1	AAG07771.1	WIO64878.1
OG0000949	AJO88673.1	AAG07005.1	WIO67143.1
OG0000950	AJO88678.1	AAG03408.1	WIO67078.1
OG0000951	AJO88679.1	AAG03407.1	WIO67079.1
OG0000952	AJO88681.1	AAG08002.1	WIO67211.1
OG0000953	AJO88692.1	AAG07827.1	WIO66862.1
OG0000954	AJO88695.1	AAG07660.1	WIO66477.1
OG0000955	AJO88696.1	AAG07659.1	WIO66478.1
OG0000956	AJO88707.1	AAG03752.1	WIO66990.1
OG0000957	AJO88710.1	AAG03400.1	WIO64759.1
OG0000958	AJO88724.1	AAG08464.1	WIO64729.1
OG0000959	AJO88729.1		WIO64615.1, WIO66683.1
OG0000960	AJO88732.1	AAG08134.1	WIO66715.1
OG0000961	AJO88733.1	AAG03978.1	WIO64637.1
OG0000962	AJO88736.1	AAG08080.1	WIO65270.1
OG0000963	AJO88742.1	AAG06970.1	WIO67158.1
OG0000964	AJO88749.1	AAG04226.1, AAG07946.1	
