query_id	subject_id	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score
OHDNGLAN_01319	DEG10050352	23.810	210	137	5	15	203	35	242	3.88e-10	57.4
OHDNGLAN_01319	DEG10050352	25.080	311	168	11	418	692	590	871	5.60e-10	57.0
OHDNGLAN_01323	DEG10050110	98.995	199	2	0	1	199	1	199	7.58e-147	401
OHDNGLAN_01327	DEG10050170	29.412	238	146	9	48	276	391	615	6.49e-22	89.7
OHDNGLAN_01328	DEG10050204	26.984	252	153	8	58	282	59	306	5.64e-16	71.6
OHDNGLAN_01333	DEG10050111	98.750	480	6	0	1	480	1	480	0.0	998
OHDNGLAN_01339	DEG10050112	99.628	269	1	0	1	269	1	269	0.0	536
OHDNGLAN_01343	DEG10050144	61.124	427	166	0	6	432	17	443	4.44e-176	495
OHDNGLAN_01344	DEG10050113	92.308	247	19	0	1	247	1	247	1.95e-178	485
OHDNGLAN_01345	DEG10050114	97.535	568	14	0	1	568	1	568	0.0	1149
OHDNGLAN_01346	DEG10050115	99.527	423	2	0	1	423	8	430	0.0	863
OHDNGLAN_01347	DEG10050159	24.719	178	120	8	81	255	75	241	1.19e-06	44.3
OHDNGLAN_01348	DEG10050162	32.908	392	248	3	10	400	5	382	2.15e-61	199
OHDNGLAN_01360	DEG10050116	96.798	406	12	1	1	405	1	406	0.0	783
OHDNGLAN_01366	DEG10050117	96.735	245	8	0	1	245	1	245	6.31e-179	486
OHDNGLAN_01369	DEG10050118	98.013	302	6	0	1	302	1	302	0.0	601
OHDNGLAN_01379	DEG10050305	30.303	99	62	2	142	234	19	116	6.60e-08	48.9
OHDNGLAN_01379	DEG10050305	30.400	125	67	4	441	555	204	318	2.49e-07	47.0
OHDNGLAN_01390	DEG10050119	100.000	338	0	0	1	338	1	338	0.0	698
OHDNGLAN_01396	DEG10050120	99.153	118	1	0	1	118	1	118	2.40e-84	236
OHDNGLAN_01398	DEG10050121	99.107	112	1	0	1	112	1	112	6.26e-80	225
OHDNGLAN_01399	DEG10050122	99.425	348	2	0	1	348	1	348	0.0	683
OHDNGLAN_01400	DEG10050452	27.841	176	112	3	222	392	627	792	7.70e-11	59.7
OHDNGLAN_01403	DEG10050376	31.579	171	101	4	1	170	11	166	3.21e-20	77.8
OHDNGLAN_01405	DEG10050380	22.991	809	511	32	3	771	7	743	1.94e-21	94.4
OHDNGLAN_01406	DEG10050123	98.208	279	5	0	1	279	1	279	0.0	560
OHDNGLAN_01407	DEG10050124	98.955	287	3	0	1	287	1	287	0.0	573
OHDNGLAN_01412	DEG10050317	25.000	352	217	12	1	328	1	329	4.95e-15	69.3
OHDNGLAN_01413	DEG10050125	90.129	233	21	1	92	324	1	231	2.09e-155	429
OHDNGLAN_01414	DEG10050060	34.597	211	129	3	4	205	9	219	7.59e-31	111
OHDNGLAN_01415	DEG10050126	99.592	245	1	0	1	245	1	245	2.72e-175	477
OHDNGLAN_01420	DEG10050540	31.197	234	148	4	7	239	4	225	1.17e-37	129
OHDNGLAN_01421	DEG10050053	23.404	141	100	4	121	258	169	304	1.09e-06	43.5
OHDNGLAN_01421	DEG10050053	22.523	111	83	2	1	109	1	110	6.56e-06	41.2
OHDNGLAN_01425	DEG10050127	93.333	180	11	1	1	180	1	179	1.73e-123	340
OHDNGLAN_01426	DEG10050128	97.690	303	7	0	1	303	1	303	0.0	602
OHDNGLAN_01432	DEG10050129	99.515	619	3	0	1	619	1	619	0.0	1247
OHDNGLAN_01434	DEG10050130	97.126	174	5	0	1	174	1	174	1.80e-123	340
OHDNGLAN_01437	DEG10050462	26.180	233	161	4	5	233	20	245	1.42e-18	81.3
OHDNGLAN_01439	DEG10050131	99.170	241	2	0	1	241	1	241	0.0	491
OHDNGLAN_01442	DEG10050508	60.733	191	33	1	95	285	10	158	2.41e-66	213
OHDNGLAN_01464	DEG10050509	30.247	324	211	8	54	376	66	375	3.14e-39	141
OHDNGLAN_01465	DEG10050510	81.510	384	70	1	68	451	3	385	0.0	652
OHDNGLAN_01469	DEG10050511	93.590	78	5	0	3	80	16	93	1.05e-53	156
OHDNGLAN_01470	DEG10050512	60.870	92	20	2	20	111	16	91	9.63e-31	100
OHDNGLAN_01495	DEG10050514	45.665	173	91	3	4	174	7	178	1.30e-50	157
OHDNGLAN_01496	DEG10050516	95.536	112	5	0	1	112	1	112	6.03e-78	229
OHDNGLAN_01501	DEG10050516	89.286	112	12	0	1	112	1	112	3.80e-73	217
OHDNGLAN_01505	DEG10050118	55.482	301	129	3	3	298	2	302	3.24e-116	332
OHDNGLAN_01515	DEG10050132	99.532	427	2	0	1	427	1	427	0.0	855
OHDNGLAN_01520	DEG10050133	98.906	640	7	0	1	640	1	640	0.0	1307
OHDNGLAN_01523	DEG10050091	25.087	287	172	14	209	488	127	377	6.46e-11	58.9
OHDNGLAN_01525	DEG10050134	69.940	336	96	3	296	626	1	336	4.22e-172	488
OHDNGLAN_01527	DEG10050135	95.876	194	8	0	1	194	1	194	3.31e-129	356
OHDNGLAN_01532	DEG10050136	97.080	274	8	0	1	274	1	274	0.0	558
OHDNGLAN_01533	DEG10050137	97.895	95	2	0	1	95	1	95	1.41e-66	190
OHDNGLAN_01538	DEG10050138	100.000	288	0	0	1	288	1	288	0.0	594
OHDNGLAN_01539	DEG10050139	99.048	315	3	0	1	315	1	315	0.0	639
OHDNGLAN_01541	DEG10050557	31.019	216	119	5	15	203	5	217	2.18e-26	98.2
OHDNGLAN_01542	DEG10050255	37.624	101	61	2	342	442	307	405	1.54e-08	50.8
OHDNGLAN_01546	DEG10050140	99.689	322	1	0	1	322	1	322	0.0	654
OHDNGLAN_01547	DEG10050141	99.358	935	6	0	1	935	1	935	0.0	1893
OHDNGLAN_01550	DEG10050142	98.885	269	3	0	1	269	1	269	0.0	541
OHDNGLAN_01551	DEG10050143	98.230	226	4	0	1	226	1	226	4.67e-169	459
OHDNGLAN_01552	DEG10050144	98.848	434	5	0	1	434	14	447	0.0	853
OHDNGLAN_01554	DEG10050321	38.028	355	212	5	3	351	9	361	3.18e-67	215
OHDNGLAN_01555	DEG10050145	97.083	240	7	0	1	240	1	240	2.47e-180	489
