locus_tag	ftype	length_bp	gene	EC_number	COG	product
OHDNGLAN_00917	CDS	621	rpsD		COG0522	30S ribosomal protein S4
OHDNGLAN_00918	gene	390	rpsK			
OHDNGLAN_00918	mRNA	390	rpsK			
OHDNGLAN_00918	CDS	390	rpsK		COG0100	30S ribosomal protein S11
OHDNGLAN_00919	gene	357	rpsM			
OHDNGLAN_00919	mRNA	357	rpsM			
OHDNGLAN_00919	CDS	357	rpsM		COG0099	30S ribosomal protein S13
OHDNGLAN_00920	gene	114	rpmJ			
OHDNGLAN_00920	mRNA	114	rpmJ			
OHDNGLAN_00920	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
OHDNGLAN_00921	gene	1326	secY			
OHDNGLAN_00921	mRNA	1326	secY			
OHDNGLAN_00921	CDS	1326	secY		COG0201	Protein translocase subunit SecY
OHDNGLAN_00922	gene	435	rplO			
OHDNGLAN_00922	mRNA	435	rplO			
OHDNGLAN_00922	CDS	435	rplO		COG0200	50S ribosomal protein L15
OHDNGLAN_00923	gene	180	rpmD			
OHDNGLAN_00923	mRNA	180	rpmD			
OHDNGLAN_00923	CDS	180	rpmD		COG1841	50S ribosomal protein L30
OHDNGLAN_00924	gene	501	rpsE			
OHDNGLAN_00924	mRNA	501	rpsE			
OHDNGLAN_00924	CDS	501	rpsE		COG0098	30S ribosomal protein S5
OHDNGLAN_00925	gene	354	rplR			
OHDNGLAN_00925	mRNA	354	rplR			
OHDNGLAN_00925	CDS	354	rplR		COG0256	50S ribosomal protein L18
OHDNGLAN_00926	gene	534	rplF			
OHDNGLAN_00926	mRNA	534	rplF			
OHDNGLAN_00926	CDS	534	rplF		COG0097	50S ribosomal protein L6
OHDNGLAN_00927	gene	393	rpsH			
OHDNGLAN_00927	mRNA	393	rpsH			
OHDNGLAN_00927	CDS	393	rpsH		COG0096	30S ribosomal protein S8
OHDNGLAN_00928	gene	306	rpsN			
OHDNGLAN_00928	mRNA	306	rpsN			
OHDNGLAN_00928	CDS	306	rpsN		COG0199	30S ribosomal protein S14
OHDNGLAN_00929	gene	540	rplE			
OHDNGLAN_00929	mRNA	540	rplE			
OHDNGLAN_00929	CDS	540	rplE		COG0094	50S ribosomal protein L5
OHDNGLAN_00930	gene	312	rplX			
OHDNGLAN_00930	mRNA	312	rplX			
OHDNGLAN_00930	CDS	312	rplX		COG0198	50S ribosomal protein L24
OHDNGLAN_00931	gene	372	rplN			
OHDNGLAN_00931	mRNA	372	rplN			
OHDNGLAN_00931	CDS	372	rplN		COG0093	50S ribosomal protein L14
OHDNGLAN_00932	gene	786				
OHDNGLAN_00932	mRNA	786				
OHDNGLAN_00932	CDS	786				hypothetical protein
OHDNGLAN_00933	gene	258	rpsQ			
OHDNGLAN_00933	mRNA	258	rpsQ			
OHDNGLAN_00933	CDS	258	rpsQ		COG0186	30S ribosomal protein S17
OHDNGLAN_00934	gene	192	rpmC			
OHDNGLAN_00934	mRNA	192	rpmC			
OHDNGLAN_00934	CDS	192	rpmC		COG0255	50S ribosomal protein L29
OHDNGLAN_00935	gene	411	rplP			
OHDNGLAN_00935	mRNA	411	rplP			
OHDNGLAN_00935	CDS	411	rplP		COG0197	50S ribosomal protein L16
OHDNGLAN_00936	gene	708	rpsC			
OHDNGLAN_00936	mRNA	708	rpsC			
OHDNGLAN_00936	CDS	708	rpsC		COG0092	30S ribosomal protein S3
OHDNGLAN_00937	gene	333	rplV			
OHDNGLAN_00937	mRNA	333	rplV			
OHDNGLAN_00937	CDS	333	rplV		COG0091	50S ribosomal protein L22
OHDNGLAN_00938	gene	276	rpsS			
OHDNGLAN_00938	mRNA	276	rpsS			
OHDNGLAN_00938	CDS	276	rpsS		COG0185	30S ribosomal protein S19
OHDNGLAN_00939	gene	822	rplB			
OHDNGLAN_00939	mRNA	822	rplB			
OHDNGLAN_00939	CDS	822	rplB		COG0090	50S ribosomal protein L2
OHDNGLAN_00940	gene	300	rplW			
OHDNGLAN_00940	mRNA	300	rplW			
OHDNGLAN_00940	CDS	300	rplW		COG0089	50S ribosomal protein L23
OHDNGLAN_00941	gene	603	rplD			
OHDNGLAN_00941	mRNA	603	rplD			
OHDNGLAN_00941	CDS	603	rplD		COG0088	50S ribosomal protein L4
OHDNGLAN_00942	gene	627	rplC			
OHDNGLAN_00942	mRNA	627	rplC			
OHDNGLAN_00942	CDS	627	rplC		COG0087	50S ribosomal protein L3
OHDNGLAN_00943	gene	312	rpsJ			
OHDNGLAN_00943	mRNA	312	rpsJ			
OHDNGLAN_00943	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
OHDNGLAN_00944	gene	906	cynR			
OHDNGLAN_00944	mRNA	906	cynR			
OHDNGLAN_00944	CDS	906	cynR			HTH-type transcriptional regulator CynR
OHDNGLAN_00945	gene	654	atoD			
OHDNGLAN_00945	mRNA	654	atoD			
OHDNGLAN_00945	CDS	654	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
OHDNGLAN_00946	gene	666	atoA			
OHDNGLAN_00946	mRNA	666	atoA			
OHDNGLAN_00946	CDS	666	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
OHDNGLAN_00947	gene	1344	atoE			
OHDNGLAN_00947	mRNA	1344	atoE			
OHDNGLAN_00947	CDS	1344	atoE		COG2031	Putative short-chain fatty acid transporter
OHDNGLAN_00948	gene	1182	atoB			
OHDNGLAN_00948	mRNA	1182	atoB			
OHDNGLAN_00948	CDS	1182	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
OHDNGLAN_00949	gene	933	ftsX			
OHDNGLAN_00949	mRNA	933	ftsX			
OHDNGLAN_00949	CDS	933	ftsX		COG2177	Cell division protein FtsX
OHDNGLAN_00950	gene	657	ftsE			
OHDNGLAN_00950	mRNA	657	ftsE			
OHDNGLAN_00950	CDS	657	ftsE		COG2884	Cell division ATP-binding protein FtsE
OHDNGLAN_00951	gene	1245	ftsY			
OHDNGLAN_00951	mRNA	1245	ftsY			
OHDNGLAN_00951	CDS	1245	ftsY			Signal recognition particle receptor FtsY
OHDNGLAN_00952	gene	582	rsmD			
OHDNGLAN_00952	mRNA	582	rsmD			
OHDNGLAN_00952	CDS	582	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
OHDNGLAN_00953	gene	483	trmL			
OHDNGLAN_00953	mRNA	483	trmL			
OHDNGLAN_00953	CDS	483	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OHDNGLAN_00954	gene	804	lex1_1			
OHDNGLAN_00954	mRNA	804	lex1_1			
OHDNGLAN_00954	CDS	804	lex1_1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
OHDNGLAN_00955	gene	648	ribB			
OHDNGLAN_00955	mRNA	648	ribB			
OHDNGLAN_00955	CDS	648	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
OHDNGLAN_00956	gene	1224	nadR			
OHDNGLAN_00956	mRNA	1224	nadR			
OHDNGLAN_00956	CDS	1224	nadR		COG1056	Bifunctional NAD biosynthesis protein NadR
OHDNGLAN_00957	gene	681				
OHDNGLAN_00957	mRNA	681				
OHDNGLAN_00957	CDS	681				hypothetical protein
OHDNGLAN_00958	gene	76				
OHDNGLAN_00958	mRNA	76				
OHDNGLAN_00958	tRNA	76				tRNA-Asn(gtt)
OHDNGLAN_00959	gene	76				
OHDNGLAN_00959	mRNA	76				
OHDNGLAN_00959	tRNA	76				tRNA-Phe(gaa)
OHDNGLAN_00960	gene	1074	mltC_2			
OHDNGLAN_00960	mRNA	1074	mltC_2			
OHDNGLAN_00960	CDS	1074	mltC_2	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
OHDNGLAN_00961	gene	273				
OHDNGLAN_00961	mRNA	273				
OHDNGLAN_00961	CDS	273			COG2924	putative Fe(2+)-trafficking protein
OHDNGLAN_00962	gene	1137	mutY			
OHDNGLAN_00962	mRNA	1137	mutY			
OHDNGLAN_00962	CDS	1137	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
OHDNGLAN_00963	gene	213	rpmE			
OHDNGLAN_00963	mRNA	213	rpmE			
OHDNGLAN_00963	CDS	213	rpmE		COG0254	50S ribosomal protein L31
OHDNGLAN_00964	gene	684	gpmA			
OHDNGLAN_00964	mRNA	684	gpmA			
OHDNGLAN_00964	CDS	684	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OHDNGLAN_00965	gene	1233	envC			
OHDNGLAN_00965	mRNA	1233	envC			
OHDNGLAN_00965	CDS	1233	envC		COG4942	Murein hydrolase activator EnvC
OHDNGLAN_00966	gene	843				
OHDNGLAN_00966	mRNA	843				
OHDNGLAN_00966	CDS	843			COG2861	putative protein
OHDNGLAN_00967	gene	744				
OHDNGLAN_00967	mRNA	744				
OHDNGLAN_00967	CDS	744				hypothetical protein
OHDNGLAN_00968	gene	294				
OHDNGLAN_00968	mRNA	294				
OHDNGLAN_00968	CDS	294				hypothetical protein
OHDNGLAN_00969	gene	3894	purL			
OHDNGLAN_00969	mRNA	3894	purL			
OHDNGLAN_00969	CDS	3894	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
OHDNGLAN_00970	gene	498	tpx			
OHDNGLAN_00970	mRNA	498	tpx			
OHDNGLAN_00970	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
OHDNGLAN_00971	gene	825	dapF			
OHDNGLAN_00971	mRNA	825	dapF			
OHDNGLAN_00971	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
OHDNGLAN_00972	gene	624	lexA			
OHDNGLAN_00972	mRNA	624	lexA			
OHDNGLAN_00972	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
OHDNGLAN_00973	gene	2433	plsB			
OHDNGLAN_00973	mRNA	2433	plsB			
OHDNGLAN_00973	CDS	2433	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
OHDNGLAN_00974	gene	1335	ndh			
OHDNGLAN_00974	mRNA	1335	ndh			
OHDNGLAN_00974	CDS	1335	ndh	1.6.99.3	COG1252	NADH dehydrogenase
OHDNGLAN_00975	gene	1323	dcuA			
OHDNGLAN_00975	mRNA	1323	dcuA			
OHDNGLAN_00975	CDS	1323	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
OHDNGLAN_00976	gene	447	yibN			
OHDNGLAN_00976	mRNA	447	yibN			
OHDNGLAN_00976	CDS	447	yibN		COG0607	putative protein YibN
OHDNGLAN_00977	gene	510	secB			
OHDNGLAN_00977	mRNA	510	secB			
OHDNGLAN_00977	CDS	510	secB		COG1952	Protein-export protein SecB
OHDNGLAN_00978	gene	1644				
OHDNGLAN_00978	mRNA	1644				
OHDNGLAN_00978	CDS	1644		5.4.2.8	COG1109	putative phosphomannomutase
OHDNGLAN_00979	gene	3480	dnaE			
OHDNGLAN_00979	mRNA	3480	dnaE			
OHDNGLAN_00979	CDS	3480	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OHDNGLAN_00980	gene	1542	ilvA			
OHDNGLAN_00980	mRNA	1542	ilvA			
OHDNGLAN_00980	CDS	1542	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OHDNGLAN_00981	gene	1839	ilvD			
OHDNGLAN_00981	mRNA	1839	ilvD			
OHDNGLAN_00981	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OHDNGLAN_00982	gene	627				
OHDNGLAN_00982	mRNA	627				
OHDNGLAN_00982	CDS	627				hypothetical protein
OHDNGLAN_00983	gene	1527				
OHDNGLAN_00983	mRNA	1527				
OHDNGLAN_00983	CDS	1527				hypothetical protein
OHDNGLAN_00984	gene	96				
OHDNGLAN_00984	mRNA	96				
OHDNGLAN_00984	CDS	96				hypothetical protein
OHDNGLAN_00985	gene	714	lpxH			
OHDNGLAN_00985	mRNA	714	lpxH			
OHDNGLAN_00985	CDS	714	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
OHDNGLAN_00986	gene	723	plsC			
OHDNGLAN_00986	mRNA	723	plsC			
OHDNGLAN_00986	CDS	723	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
OHDNGLAN_00987	gene	1410	ftsP			
OHDNGLAN_00987	mRNA	1410	ftsP			
OHDNGLAN_00987	CDS	1410	ftsP		COG2132	Cell division protein FtsP
OHDNGLAN_00988	gene	2349	lptD			
OHDNGLAN_00988	mRNA	2349	lptD			
OHDNGLAN_00988	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
OHDNGLAN_00989	gene	1719	proS			
OHDNGLAN_00989	mRNA	1719	proS			
OHDNGLAN_00989	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OHDNGLAN_00990	gene	1860	recQ			
OHDNGLAN_00990	mRNA	1860	recQ			
OHDNGLAN_00990	CDS	1860	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
OHDNGLAN_00991	gene	306	cyaY			
OHDNGLAN_00991	mRNA	306	cyaY			
OHDNGLAN_00991	CDS	306	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
OHDNGLAN_00992	gene	1248	lysA			
OHDNGLAN_00992	mRNA	1248	lysA			
OHDNGLAN_00992	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OHDNGLAN_00993	gene	627	narL			
OHDNGLAN_00993	mRNA	627	narL			
OHDNGLAN_00993	CDS	627	narL		COG2197	Nitrate/nitrite response regulator protein NarL
OHDNGLAN_00994	gene	441				
OHDNGLAN_00994	mRNA	441				
OHDNGLAN_00994	CDS	441				hypothetical protein
OHDNGLAN_00995	gene	561	yihI			
OHDNGLAN_00995	mRNA	561	yihI			
OHDNGLAN_00995	CDS	561	yihI			Der GTPase-activating protein YihI
OHDNGLAN_00996	gene	110				
OHDNGLAN_00996	mRNA	110				
OHDNGLAN_00996	rRNA	110				5S ribosomal RNA
OHDNGLAN_00997	gene	3112				
OHDNGLAN_00997	mRNA	3112				
OHDNGLAN_00997	rRNA	3112				23S ribosomal RNA
OHDNGLAN_00998	gene	76				
OHDNGLAN_00998	mRNA	76				
OHDNGLAN_00998	tRNA	76				tRNA-Ala(tgc)
OHDNGLAN_00999	gene	77				
OHDNGLAN_00999	mRNA	77				
OHDNGLAN_00999	tRNA	77				tRNA-Ile(gat)
OHDNGLAN_01000	gene	1536				
OHDNGLAN_01000	mRNA	1536				
OHDNGLAN_01000	rRNA	1536				16S ribosomal RNA
OHDNGLAN_01001	gene	555	gmhB			
OHDNGLAN_01001	mRNA	555	gmhB			
OHDNGLAN_01001	CDS	555	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
OHDNGLAN_01002	gene	1038	metN			
OHDNGLAN_01002	mRNA	1038	metN			
OHDNGLAN_01002	CDS	1038	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OHDNGLAN_01003	gene	690	metI_1			
OHDNGLAN_01003	mRNA	690	metI_1			
OHDNGLAN_01003	CDS	690	metI_1		COG2011	D-methionine transport system permease protein MetI
OHDNGLAN_01004	gene	822	metQ			
OHDNGLAN_01004	mRNA	822	metQ			
OHDNGLAN_01004	CDS	822	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
OHDNGLAN_01005	gene	768	glpR			
OHDNGLAN_01005	mRNA	768	glpR			
OHDNGLAN_01005	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
OHDNGLAN_01006	gene	579	glpG			
OHDNGLAN_01006	mRNA	579	glpG			
OHDNGLAN_01006	CDS	579	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
OHDNGLAN_01007	gene	660	rluA_1			
OHDNGLAN_01007	mRNA	660	rluA_1			
OHDNGLAN_01007	CDS	660	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
OHDNGLAN_01008	gene	2772	rapA			
OHDNGLAN_01008	mRNA	2772	rapA			
OHDNGLAN_01008	CDS	2772	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
OHDNGLAN_01009	gene	750	ydjF			
OHDNGLAN_01009	mRNA	750	ydjF			
OHDNGLAN_01009	CDS	750	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
OHDNGLAN_01010	gene	1770	fucI			
OHDNGLAN_01010	mRNA	1770	fucI			
OHDNGLAN_01010	CDS	1770	fucI	5.3.1.25	COG2407	L-fucose isomerase
OHDNGLAN_01011	gene	1413	fucK			
OHDNGLAN_01011	mRNA	1413	fucK			
OHDNGLAN_01011	CDS	1413	fucK	2.7.1.51	COG1070	L-fuculokinase
OHDNGLAN_01012	gene	435	fucU			
OHDNGLAN_01012	mRNA	435	fucU			
OHDNGLAN_01012	CDS	435	fucU	5.1.3.29	COG4154	L-fucose mutarotase
OHDNGLAN_01013	gene	651	fucA			
OHDNGLAN_01013	mRNA	651	fucA			
OHDNGLAN_01013	CDS	651	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
OHDNGLAN_01014	gene	1287	fucP			
OHDNGLAN_01014	mRNA	1287	fucP			
OHDNGLAN_01014	CDS	1287	fucP		COG0738	L-fucose-proton symporter
OHDNGLAN_01015	gene	77				
OHDNGLAN_01015	mRNA	77				
OHDNGLAN_01015	tRNA	77				tRNA-Arg(tct)
OHDNGLAN_01016	gene	77				
OHDNGLAN_01016	mRNA	77				
OHDNGLAN_01016	tRNA	77				tRNA-Pro(tgg)
OHDNGLAN_01017	gene	849	folD			
OHDNGLAN_01017	mRNA	849	folD			
OHDNGLAN_01017	CDS	849	folD			Bifunctional protein FolD protein
OHDNGLAN_01018	gene	1386	sdcS			
OHDNGLAN_01018	mRNA	1386	sdcS			
OHDNGLAN_01018	CDS	1386	sdcS			Sodium-dependent dicarboxylate transporter SdcS
OHDNGLAN_01019	gene	816	sdhL			
OHDNGLAN_01019	mRNA	816	sdhL			
OHDNGLAN_01019	CDS	816	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
OHDNGLAN_01020	gene	804	cysE			
OHDNGLAN_01020	mRNA	804	cysE			
OHDNGLAN_01020	CDS	804	cysE	2.3.1.30	COG1045	Serine acetyltransferase
OHDNGLAN_01021	gene	1008	gpsA			
OHDNGLAN_01021	mRNA	1008	gpsA			
OHDNGLAN_01021	CDS	1008	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
OHDNGLAN_01022	gene	2532	cyaA			
OHDNGLAN_01022	mRNA	2532	cyaA			
OHDNGLAN_01022	CDS	2532	cyaA	4.6.1.1	COG3072	Adenylate cyclase
OHDNGLAN_01023	gene	1212				
OHDNGLAN_01023	mRNA	1212				
OHDNGLAN_01023	CDS	1212				hypothetical protein
OHDNGLAN_01024	gene	1287	hemY			
OHDNGLAN_01024	mRNA	1287	hemY			
OHDNGLAN_01024	CDS	1287	hemY		COG3071	Protein HemY
OHDNGLAN_01025	gene	420	psiE			
OHDNGLAN_01025	mRNA	420	psiE			
OHDNGLAN_01025	CDS	420	psiE			Protein PsiE
OHDNGLAN_01026	gene	76				
OHDNGLAN_01026	mRNA	76				
OHDNGLAN_01026	tRNA	76				tRNA-Trp(cca)
OHDNGLAN_01027	gene	77				
OHDNGLAN_01027	mRNA	77				
OHDNGLAN_01027	tRNA	77				tRNA-Asp(gtc)
OHDNGLAN_01028	gene	108				
OHDNGLAN_01028	mRNA	108				
OHDNGLAN_01028	rRNA	108				5S ribosomal RNA
OHDNGLAN_01029	gene	110				
OHDNGLAN_01029	mRNA	110				
OHDNGLAN_01029	rRNA	110				5S ribosomal RNA
OHDNGLAN_01030	gene	3112				
OHDNGLAN_01030	mRNA	3112				
OHDNGLAN_01030	rRNA	3112				23S ribosomal RNA
OHDNGLAN_01031	gene	76				
OHDNGLAN_01031	mRNA	76				
OHDNGLAN_01031	tRNA	76				tRNA-Ala(tgc)
OHDNGLAN_01032	gene	77				
OHDNGLAN_01032	mRNA	77				
OHDNGLAN_01032	tRNA	77				tRNA-Ile(gat)
OHDNGLAN_01033	gene	1536				
OHDNGLAN_01033	mRNA	1536				
OHDNGLAN_01033	rRNA	1536				16S ribosomal RNA
OHDNGLAN_01034	gene	1146	lldD			
OHDNGLAN_01034	mRNA	1146	lldD			
OHDNGLAN_01034	CDS	1146	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
OHDNGLAN_01035	gene	810	murI			
OHDNGLAN_01035	mRNA	810	murI			
OHDNGLAN_01035	CDS	810	murI	5.1.1.3	COG0796	Glutamate racemase
OHDNGLAN_01036	gene	2082	recG			
OHDNGLAN_01036	mRNA	2082	recG			
OHDNGLAN_01036	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
OHDNGLAN_01037	gene	2115	spoT			
OHDNGLAN_01037	mRNA	2115	spoT			
OHDNGLAN_01037	CDS	2115	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
OHDNGLAN_01038	gene	267	rpoZ			
OHDNGLAN_01038	mRNA	267	rpoZ			
OHDNGLAN_01038	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
OHDNGLAN_01039	gene	627	gmk			
OHDNGLAN_01039	mRNA	627	gmk			
OHDNGLAN_01039	CDS	627	gmk	2.7.4.8	COG0194	Guanylate kinase
OHDNGLAN_01040	gene	1020	gapA			
OHDNGLAN_01040	mRNA	1020	gapA			
OHDNGLAN_01040	CDS	1020	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
OHDNGLAN_01041	gene	1800				
OHDNGLAN_01041	mRNA	1800				
OHDNGLAN_01041	CDS	1800		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
OHDNGLAN_01042	gene	786				
OHDNGLAN_01042	mRNA	786				
OHDNGLAN_01042	CDS	786		3.1.3.-	COG0561	Putative phosphatase
OHDNGLAN_01043	gene	465	ybeY			
OHDNGLAN_01043	mRNA	465	ybeY			
OHDNGLAN_01043	CDS	465	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
OHDNGLAN_01044	gene	813	fdhD			
OHDNGLAN_01044	mRNA	813	fdhD			
OHDNGLAN_01044	CDS	813	fdhD		COG1526	Sulfur carrier protein FdhD
OHDNGLAN_01045	gene	612	fdnG_1			
OHDNGLAN_01045	mRNA	612	fdnG_1			
OHDNGLAN_01045	CDS	612	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OHDNGLAN_01046	gene	2427	fdnG_2			
OHDNGLAN_01046	mRNA	2427	fdnG_2			
OHDNGLAN_01046	CDS	2427	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OHDNGLAN_01047	gene	939	fdoH			
OHDNGLAN_01047	mRNA	939	fdoH			
OHDNGLAN_01047	CDS	939	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
OHDNGLAN_01048	gene	717	fdnI			
OHDNGLAN_01048	mRNA	717	fdnI			
OHDNGLAN_01048	CDS	717	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
OHDNGLAN_01049	gene	909	fdhE			
OHDNGLAN_01049	mRNA	909	fdhE			
OHDNGLAN_01049	CDS	909	fdhE		COG3058	Protein FdhE
OHDNGLAN_01050	gene	468	rimI			
OHDNGLAN_01050	mRNA	468	rimI			
OHDNGLAN_01050	CDS	468	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
OHDNGLAN_01051	gene	405	holD			
OHDNGLAN_01051	mRNA	405	holD			
OHDNGLAN_01051	CDS	405	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
OHDNGLAN_01052	gene	993	rsmC			
OHDNGLAN_01052	mRNA	993	rsmC			
OHDNGLAN_01052	CDS	993	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
OHDNGLAN_01053	gene	909	era			
OHDNGLAN_01053	mRNA	909	era			
OHDNGLAN_01053	CDS	909	era		COG1159	GTPase Era
OHDNGLAN_01054	gene	684	rnc			
OHDNGLAN_01054	mRNA	684	rnc			
OHDNGLAN_01054	CDS	684	rnc	3.1.26.3	COG0571	Ribonuclease 3
OHDNGLAN_01055	gene	1050	lepB			
OHDNGLAN_01055	mRNA	1050	lepB			
OHDNGLAN_01055	CDS	1050	lepB	3.4.21.89	COG0681	Signal peptidase I
OHDNGLAN_01056	gene	1797	lepA			
OHDNGLAN_01056	mRNA	1797	lepA			
OHDNGLAN_01056	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
OHDNGLAN_01057	gene	384	grcA			
OHDNGLAN_01057	mRNA	384	grcA			
OHDNGLAN_01057	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
OHDNGLAN_01058	gene	660	ung			
OHDNGLAN_01058	mRNA	660	ung			
OHDNGLAN_01058	CDS	660	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
OHDNGLAN_01059	gene	1425	miaB			
OHDNGLAN_01059	mRNA	1425	miaB			
OHDNGLAN_01059	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OHDNGLAN_01060	gene	1440	ybhI			
OHDNGLAN_01060	mRNA	1440	ybhI			
OHDNGLAN_01060	CDS	1440	ybhI		COG0471	Inner membrane protein YbhI
OHDNGLAN_01061	gene	1398	citG			
OHDNGLAN_01061	mRNA	1398	citG			
OHDNGLAN_01061	CDS	1398	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
OHDNGLAN_01062	gene	1503	citF			
OHDNGLAN_01062	mRNA	1503	citF			
OHDNGLAN_01062	CDS	1503	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
OHDNGLAN_01063	gene	876	citE			
OHDNGLAN_01063	mRNA	876	citE			
OHDNGLAN_01063	CDS	876	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
OHDNGLAN_01064	gene	288	citD			
OHDNGLAN_01064	mRNA	288	citD			
OHDNGLAN_01064	CDS	288	citD		COG3052	Citrate lyase acyl carrier protein
OHDNGLAN_01065	gene	1008	citC			
OHDNGLAN_01065	mRNA	1008	citC			
OHDNGLAN_01065	CDS	1008	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
OHDNGLAN_01066	gene	963	lipA			
OHDNGLAN_01066	mRNA	963	lipA			
OHDNGLAN_01066	CDS	963	lipA	2.8.1.8	COG0320	Lipoyl synthase
OHDNGLAN_01067	gene	639	lipB			
OHDNGLAN_01067	mRNA	639	lipB			
OHDNGLAN_01067	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
OHDNGLAN_01068	gene	279				
OHDNGLAN_01068	mRNA	279				
OHDNGLAN_01068	CDS	279				hypothetical protein
OHDNGLAN_01069	gene	1182	dacA			
OHDNGLAN_01069	mRNA	1182	dacA			
OHDNGLAN_01069	CDS	1182	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
OHDNGLAN_01070	gene	864	rlpA			
OHDNGLAN_01070	mRNA	864	rlpA			
OHDNGLAN_01070	CDS	864	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
OHDNGLAN_01071	gene	1116	mrdB			
OHDNGLAN_01071	mRNA	1116	mrdB			
OHDNGLAN_01071	CDS	1116	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
OHDNGLAN_01072	gene	1956	mrdA			
OHDNGLAN_01072	mRNA	1956	mrdA			
OHDNGLAN_01072	CDS	1956	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
